koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_duration,ra,dec,koi_kepmag,koi_score,koi_smass,koi_srad,koi_smet,koi_slogg,koi_steff,koi_tce_plnt_num,koi_model_snr,koi_insol,koi_teq,koi_prad,koi_ror,koi_depth,koi_impact,koi_eccen,koi_disposition_CANDIDATE,koi_disposition_CONFIRMED,koi_disposition_FALSE POSITIVE
FALSE POSITIVE,0,0,1,1,2.99025443,171.9834,2455004.983,5.414,287.74881,38.92955,15.842,0.0,0.737,0.731,0.1,4.578,4667.0,1.0,48.5,168.45,918.0,1.7,0.021279,589.2,0.014,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,1.594745374,170.6483505,2455003.648,1.9604,285.21381,39.027481,15.53,1.0,0.901,0.893,-0.38,4.491,5934.0,1.0,1009.3,1329.42,1539.0,11.3,0.115879,15044.0,0.514,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.783002698,170.508434,2455003.508,2.335,287.09399,39.060719,15.119,1.0,0.891,0.807,0.18,4.574,5170.0,1.0,70.6,145.48,886.0,2.5,0.028315,1008.7,0.003,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,20.50588921,181.43428,2455014.434,4.0595,289.31543,39.153278,15.398,1.0,0.739,0.761,-0.04,4.544,4905.0,1.0,78.5,17.06,518.0,3.41,0.041039,2105.5,0.26,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,3.340218842,171.979062,2455004.979,1.9104,286.07913,39.27832,15.954,1.0,0.502,0.493,-0.46,4.754,3950.0,1.0,71.6,43.73,656.0,2.03,0.037683,1632.6,0.466,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,1,0,2.507089906,171.002455,2455004.002,2.0067,295.37805,40.493401,15.555,0.0,1.03,0.939,-0.04,4.506,5926.0,1.0,64.9,730.47,1326.0,30.26,0.295115,1339.2,1.255,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,18.64932728,174.771,2455007.771,4.4056,290.46176,40.562462,15.386,1.0,1.026,1.053,0.16,4.405,5775.0,1.0,46.1,57.13,701.0,3.12,0.027096,893.6,0.08,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.90144976,138.60548,2454971.605,4.1654,297.02826,48.208611,12.487,1.0,1.113,1.402,0.26,4.191,5847.0,3.0,50.6,598.74,1262.0,1.7,0.011136,140.7,0.529,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,9.75192101,138.78608,2454971.786,4.793,290.46176,40.562462,15.386,0.998,1.026,1.053,0.16,4.405,5775.0,3.0,28.5,135.66,870.0,2.76,0.024042,418.0,0.949,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,38.5576546,163.85063,2454996.851,5.794,290.46176,40.562462,15.386,1.0,1.026,1.053,0.16,4.405,5775.0,2.0,39.7,21.71,550.0,4.02,0.03498,993.0,0.911,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,3.525632539,170.0479951,2455003.048,2.59959,290.58173,40.5774,15.224,0.99,0.855,0.793,0.08,4.572,5150.0,1.0,1996.7,213.12,975.0,11.58,0.13372,22335.0,0.12,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,34.84398644,172.633252,2455005.633,2.9315,285.92001,39.624828,15.684,1.0,0.84,0.871,-0.16,4.482,5509.0,1.0,76.8,16.1,511.0,7.61,0.080046,4523.6,0.934,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,7.748094239,174.997206,2455007.997,3.5957,294.4899,39.771439,15.67,1.0,1.181,1.085,0.36,4.439,5973.0,1.0,113.2,204.39,964.0,5.52,0.046615,2472.1,0.517,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,23.96793669,186.22182,2455019.222,3.827,283.86639,39.898079,15.414,1.0,0.536,0.524,0.1,4.728,3747.0,1.0,27.5,2.77,329.0,1.8,0.03141,1182.3,0.416,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,8.29561738,135.79284,2454968.793,1.3421,283.86639,39.898079,15.414,0.995,0.536,0.524,0.1,4.728,3747.0,2.0,17.9,11.39,469.0,1.82,0.03178,824.3,0.888,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,8.11437482,176.33968,2455009.34,2.2736,288.81201,40.033401,15.877,1.0,0.553,0.517,0.28,4.753,3692.0,1.0,56.4,10.55,460.0,2.1,0.037204,1558.0,0.573,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,38.036729482,196.934947,2455029.935,4.34617,294.14789,40.055538,15.472,0.0,1.051,0.932,0.36,4.521,5575.0,1.0,1300.0,14.81,500.0,27.5,0.27018,82872.0,0.501,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,4.64090031,173.64638,2455006.646,35.512,295.11371,40.071171,15.27,0.0,0.786,0.826,-1.66,4.5,6463.0,1.0,296.9,421.08,1155.0,30.09,0.333559,2450.6,1.28,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,1,1,3.747838198,171.66504,2455004.665,5.0642,291.06152,50.265129,13.496,0.0,0.926,0.826,-0.04,4.569,5514.0,1.0,138.2,266.76,1031.0,13.65,0.151387,616.0,1.121,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,14.74914825,138.77799,2454971.778,6.0995,297.02826,48.208611,12.487,0.992,1.113,1.402,0.26,4.191,5847.0,1.0,107.4,137.91,874.0,2.89,0.018864,430.2,0.173,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,21.81295996,174.01085,2455007.011,4.3791,294.77686,40.15374,15.54,1.0,0.934,0.999,0.08,4.41,5601.0,1.0,37.8,39.33,639.0,3.38,0.030952,1175.4,0.053,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,7.91936937,172.181092,2455005.181,3.3148,283.53845,40.217999,15.805,0.0,0.852,0.776,-0.4,4.588,5690.0,1.0,389.0,104.0,814.0,10.34,0.121984,15148.0,0.733,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,1.028436523,170.228582,2455003.229,1.8606,296.00699,40.295429,15.202,0.0,0.959,0.99,-0.44,4.428,6228.0,1.0,89.6,3400.48,1947.0,72.77,0.673134,8098.0,1.5734,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,15.37562369,173.61402,2455006.614,3.3169,283.25354,40.358189,16.422,1.0,0.793,0.833,0.16,4.496,4986.0,1.0,166.0,30.54,600.0,11.01,0.12103,15337.0,0.692,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,8.10363271,176.9486,2455009.949,3.161,283.22141,40.421829,15.289,1.0,0.733,0.732,-0.08,4.574,4861.0,1.0,39.3,52.82,687.0,2.11,0.026361,887.9,0.047,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.71510843,134.96178,2454967.962,2.506,283.22141,40.421829,15.289,1.0,0.733,0.732,-0.08,4.574,4861.0,2.0,21.3,108.84,823.0,1.46,0.018268,417.5,0.258,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,6.365839713,171.13575,2455004.136,2.9721,291.14951,40.420521,15.09,1.0,0.939,0.849,-0.18,4.554,5776.0,1.0,70.8,165.33,914.0,2.44,0.026275,780.7,0.524,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,0,1,0,5.97581754,174.77602,2455007.776,3.065,294.22397,40.417858,15.546,0.037,1.072,0.997,-0.08,4.471,6108.0,1.0,50.3,284.25,1047.0,3.86,0.035468,962.4,0.941,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,1,2.446737317,170.66951,2455003.67,4.7211,298.96112,40.862808,15.021,0.0,0.959,0.863,-0.12,4.548,5764.0,1.0,110.2,597.19,1261.0,26.25,0.278526,1177.9,1.241,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,3.04033046,169.9490106,2455002.949,1.8411,299.3161,40.82238,15.028,1.0,0.754,0.791,-0.06,4.519,5035.0,1.0,568.2,257.29,1021.0,8.99,0.104023,10859.0,0.736,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,15.33528675,174.00278,2455007.003,3.897,292.23676,41.08588,15.855,1.0,0.926,0.817,0.21,4.581,5251.0,2.0,86.6,32.67,610.0,5.0,0.056,3081.4,0.773,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,7.95825328,137.80219,2454970.802,4.377,297.02826,48.208611,12.487,0.998,1.113,1.402,0.26,4.191,5847.0,4.0,14.7,314.15,1074.0,1.06,0.006915,50.0,0.706,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,31.33046135,153.43031,2454986.43,5.176,292.23676,41.08588,15.855,1.0,0.926,0.817,0.21,4.581,5251.0,1.0,117.2,12.61,481.0,6.5,0.072904,5073.8,0.798,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,3.9043425,173.393734,2455006.394,3.831,294.05676,40.549679,15.016,0.006,0.989,0.898,-0.06,4.526,5810.0,1.0,323.4,351.05,1104.0,12.28,0.125229,16228.0,0.709,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,9.286358079,171.8214689,2455004.821,3.49949,294.74396,40.53392,15.365,0.0,0.82,0.821,-0.4,4.523,5670.0,1.0,1671.1,95.03,796.0,17.61,0.19639,44791.0,0.377,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,3.951405455,173.276125,2455006.276,2.1862,295.50439,40.505489,15.446,0.0,0.953,0.869,-0.38,4.539,6046.0,1.0,117.2,388.71,1133.0,31.44,0.331342,2453.9,1.276,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,23.65369415,171.376107,2455004.376,8.2183,287.89713,40.637821,15.084,0.999,1.083,1.384,0.3,4.191,5739.0,1.0,266.3,67.65,731.0,7.89,0.05219,3341.8,0.008,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,13.23352214,140.32196,2454973.322,6.7372,287.89713,40.637821,15.084,0.996,1.083,1.384,0.3,4.191,5739.0,2.0,49.1,146.67,888.0,3.06,0.020278,504.6,0.014,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,6.15560285,134.81656,2454967.817,4.9843,287.89713,40.637821,15.084,0.997,1.083,1.384,0.3,4.191,5739.0,3.0,35.1,406.94,1146.0,2.32,0.015336,285.0,0.235,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,2.090811305,134.17462,2454967.175,3.388,287.89713,40.637821,15.084,1.0,1.083,1.384,0.3,4.191,5739.0,5.0,19.9,1718.04,1642.0,1.62,0.010686,115.9,0.746,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,3.180027898,133.49863,2454966.499,3.5797,297.02826,48.208611,12.487,0.995,1.113,1.402,0.26,4.191,5847.0,2.0,50.4,1066.86,1458.0,1.53,0.009989,120.3,0.196,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,50.4467417,178.5014,2455011.501,7.159,287.89713,40.637821,15.084,0.989,1.083,1.384,0.3,4.191,5739.0,4.0,19.4,24.64,568.0,2.67,0.01767,370.3,0.379,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,11.76307164,180.93613,2455013.936,2.9076,294.20215,40.66341,15.208,1.0,0.849,0.756,0.16,4.603,4959.0,1.0,48.9,33.99,616.0,2.35,0.028519,1037.3,0.048,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,56.2279271,132.29259,2454965.293,3.57,294.20215,40.66341,15.208,0.878,0.849,0.756,0.16,4.603,4959.0,2.0,20.9,4.22,366.0,2.37,0.028683,862.7,0.7,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,1,1,2.384052875,171.58362,2455004.584,3.0918,299.64285,40.691238,15.836,0.0,0.683,0.701,-0.22,4.58,4794.0,1.0,50.5,244.87,1010.0,17.06,0.222925,1268.1,1.178,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,7.953547,174.66224,2455007.662,2.6312,291.15878,40.750271,15.66,1.0,0.759,0.779,0.18,4.536,4768.0,1.0,38.4,55.37,696.0,2.25,0.026448,875.4,0.3,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.14451656,135.92831,2454968.928,2.3421,291.15878,40.750271,15.66,1.0,0.759,0.779,0.18,4.536,4768.0,2.0,22.8,132.08,864.0,1.48,0.017441,391.8,0.004,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,4.859386384,173.011469,2455006.011,2.2757,292.21436,40.759762,15.311,0.0,1.05,0.988,-0.1,4.47,6072.0,1.0,269.7,364.23,1114.0,38.33,0.355227,6044.3,1.259,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,10.526294577,176.522462,2455009.522,2.5211,293.87811,41.66177,15.305,0.999,0.82,0.793,-0.2,4.553,5386.0,1.0,482.3,61.16,713.0,8.24,0.095143,9768.0,0.644,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.583520948,169.973972,2455002.974,2.7055,299.18686,41.74268,15.287,1.0,0.973,0.877,-0.12,4.54,5815.0,1.0,99.5,274.98,1038.0,5.39,0.056287,3812.1,0.045,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,3.76181843,171.90364,2455004.904,3.5176,283.31638,41.83712,15.257,0.876,0.974,0.949,0.1,4.472,5653.0,1.0,35.9,372.62,1121.0,2.66,0.025656,510.6,0.926,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,8.20396958,169.69138,2455002.691,2.9667,286.5657,41.808399,15.376,1.0,0.785,0.826,0.1,4.499,5015.0,1.0,54.4,71.5,742.0,3.01,0.033372,1024.4,0.823,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,14.49645186,143.41659,2454976.417,4.016,286.5657,41.808399,15.376,1.0,0.785,0.826,0.1,4.499,5015.0,2.0,25.7,33.48,613.0,3.01,0.033377,647.5,0.97,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,6.54626149,133.85964,2454966.86,2.75,292.23676,41.08588,15.855,1.0,0.926,0.817,0.21,4.581,5251.0,3.0,24.8,101.78,810.0,2.19,0.024555,655.9,0.644,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,12.71809866,175.35526,2455008.355,3.0957,292.91312,41.060921,15.389,1.0,0.67,0.686,-0.22,4.592,4702.0,1.0,52.7,23.6,562.0,2.31,0.030871,1149.4,0.427,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,36.06588163,198.58423,2455031.584,4.3246,292.91312,41.060921,15.389,0.999,0.67,0.686,-0.22,4.592,4702.0,2.0,51.7,5.88,397.0,2.64,0.035281,1563.8,0.26,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.190425659,171.44122,2455004.441,2.8589,293.49661,41.137589,15.27,1.0,1.163,1.135,0.2,4.392,6073.0,1.0,240.6,547.9,1234.0,6.21,0.050076,2877.4,0.458,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,3.709870784,171.987982,2455004.988,3.0694,283.86441,41.346458,15.581,1.0,1.013,0.978,0.14,4.463,5727.0,1.0,116.1,415.1,1151.0,4.35,0.040686,2020.3,0.023,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,16.3297527,177.29506,2455010.295,6.271,288.51001,41.301769,15.447,1.0,0.989,0.987,-0.06,4.444,5878.0,1.0,74.6,66.08,727.0,3.75,0.034822,1187.5,0.791,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,27.807566216,186.713552,2455019.714,4.21587,296.88821,41.396091,15.482,0.985,0.865,0.785,-0.52,4.584,5862.0,1.0,748.1,22.24,554.0,13.84,0.161479,25391.0,0.782,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,80.8723469,203.895,2455036.895,11.195,287.1543,41.565788,15.201,0.942,0.932,1.238,0.16,4.222,5510.0,1.0,160.9,9.88,452.0,7.59,0.056129,3604.6,0.527,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,1,0,3.166465862,172.002627,2455005.003,2.9381,284.86929,41.679192,15.999,0.0,0.68,0.704,-0.36,4.575,4968.0,1.0,122.1,196.31,954.0,26.82,0.348902,4357.2,1.266,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,24.99324319,138.68167,2454971.682,5.9409,287.36279,38.649601,12.377,0.912,0.961,1.317,0.0,4.181,5718.0,1.0,62.0,60.88,712.0,2.29,0.015956,269.6,0.686,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,10.35533116,170.93729,2455003.937,3.1775,288.9942,41.633282,15.018,1.0,0.891,0.918,0.02,4.462,5501.0,1.0,49.2,86.22,777.0,2.47,0.024674,750.6,0.029,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,16.08518937,180.28319,2455013.283,3.984,292.10519,42.380322,15.219,1.0,0.83,0.826,0.0,4.523,5239.0,1.0,62.6,33.43,613.0,3.68,0.040767,1442.4,0.867,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,235.9986399,208.399822,2455041.4,8.2284,293.00797,42.307201,15.172,0.998,0.666,0.657,0.12,4.627,4245.0,1.0,271.8,0.29,188.0,10.59,0.14756,20715.0,0.778,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,7.49018305,174.95037,2455007.95,2.7297,291.63898,42.436321,15.599,1.0,0.823,0.787,0.04,4.562,5103.0,1.0,53.0,76.06,753.0,2.56,0.029843,1123.6,0.02,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,36.2761238,201.2869,2455034.287,4.7865,291.63898,42.436321,15.599,1.0,0.823,0.787,0.04,4.562,5103.0,2.0,45.5,9.29,445.0,3.03,0.035273,1572.6,0.035,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,17.46087931,137.26594,2454970.266,2.2641,291.63898,42.436321,15.599,1.0,0.823,0.787,0.04,4.562,5103.0,4.0,22.6,24.6,568.0,2.32,0.026969,812.4,0.594,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,56.0560754,201.16578,2455034.166,4.685,289.50848,41.812119,15.849,0.996,0.503,0.491,0.26,4.757,3593.0,1.0,27.4,0.69,233.0,1.94,0.036134,1626.0,0.018,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,41.408316686,195.78745,2455028.787,5.0264,291.76041,41.944069,15.196,0.974,0.786,0.747,-0.46,4.586,5522.0,1.0,907.8,9.93,453.0,11.38,0.139516,22839.0,0.377,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,39.74893077,172.854644,2455005.855,7.3051,293.17929,41.969238,15.344,0.994,1.041,0.964,-0.18,4.487,6122.0,1.0,561.1,21.87,552.0,14.21,0.134949,15179.0,0.881,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,5.715425977,174.87931,2455007.879,2.5242,285.11047,42.033958,15.086,1.0,0.927,0.826,0.24,4.572,5237.0,1.0,59.4,123.03,850.0,2.47,0.027348,908.1,0.348,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,49.18394185,141.911924,2454974.912,11.3364,294.55917,46.062328,12.654,0.959,1.247,2.057,0.36,3.907,5626.0,1.0,355.7,47.4,669.0,8.2,0.036501,1646.2,0.035,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,20.0261412,146.91109,2454979.911,1.611,285.11047,42.033958,15.086,0.994,0.927,0.826,0.24,4.572,5237.0,2.0,10.7,23.14,559.0,2.28,0.025305,421.2,0.957,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,13.61014819,173.987319,2455006.987,2.594,289.89777,42.009151,15.06,0.0,0.857,0.903,-0.26,4.46,5697.0,1.0,184.1,68.29,733.0,19.02,0.192842,5732.9,1.081,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,1,1,10.44331991,175.4046,2455008.405,2.743,286.24356,42.148811,15.546,0.0,0.769,0.802,0.08,4.516,4947.0,1.0,51.7,46.94,667.0,2.66,0.030416,1159.8,0.23,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,2.237489571,170.81914,2455003.819,1.8119,290.00757,42.116459,15.001,1.0,0.91,0.81,0.14,4.58,5265.0,1.0,30.7,427.17,1160.0,1.41,0.015942,315.8,0.128,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,5.851520671,173.8228336,2455006.823,3.11058,284.08731,42.233231,15.33,0.0,0.804,0.806,-0.34,4.53,5532.0,1.0,1630.4,155.89,901.0,14.62,0.166109,33004.0,0.211,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,3.167893418,172.147959,2455005.148,2.1814,293.81647,42.212502,15.533,1.0,1.026,0.94,-0.02,4.503,5895.0,1.0,64.8,526.23,1221.0,2.62,0.025513,781.2,0.026,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.311780262,173.576483,2455006.576,2.7251,287.24268,42.301369,15.604,1.0,0.956,0.927,0.16,4.484,5527.0,1.0,86.1,274.84,1038.0,3.11,0.030716,1154.0,0.196,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,20.0504494,188.08821,2455021.088,4.556,287.24268,42.301369,15.604,1.0,0.956,0.927,0.16,4.484,5527.0,2.0,37.8,35.44,622.0,2.69,0.026569,840.9,0.383,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,9.76734503,186.57718,2455019.577,1.6585,287.24268,42.301369,15.604,1.0,0.956,0.927,0.16,4.484,5527.0,3.0,21.1,92.46,791.0,2.67,0.026407,569.1,0.9,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,119.0207044,222.236492,2455055.236,8.1405,291.58377,42.36816,15.085,1.0,0.904,1.062,0.16,4.342,5453.0,1.0,223.5,4.25,366.0,8.98,0.077431,7430.5,0.076,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,190.3200468,312.68498,2455145.685,15.284,294.55917,46.062328,12.654,0.987,1.247,2.057,0.36,3.907,5626.0,2.0,139.3,7.8,426.0,7.78,0.034654,1141.7,0.812,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,1,0,2.861159894,171.648106,2455004.648,1.8832,291.67172,42.343109,15.618,0.0,1.09,1.021,-0.04,4.458,6126.0,1.0,58.3,797.1,1355.0,4.37,0.039171,1014.3,0.965,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,26.44439337,194.12074,2455027.121,3.9783,292.87338,42.966141,15.158,1.0,0.915,0.929,0.16,4.463,5427.0,2.0,88.0,23.54,562.0,3.91,0.038511,1843.5,0.03,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,51.53997972,174.055011,2455007.055,6.3994,292.87338,42.966141,15.158,0.983,0.915,0.929,0.16,4.463,5427.0,1.0,155.5,9.67,450.0,5.51,0.05435,3644.3,0.183,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,5.902245782,136.78393,2454969.784,2.9003,292.87338,42.966141,15.158,1.0,0.915,0.929,0.16,4.463,5427.0,3.0,59.3,173.74,926.0,2.43,0.023909,702.3,0.209,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,2.382951591,135.080841,2454968.081,1.8876,292.87338,42.966141,15.158,1.0,0.915,0.929,0.16,4.463,5427.0,4.0,41.4,583.01,1253.0,1.86,0.018369,391.6,0.479,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,21.02250608,207.67593,2455040.676,4.1072,294.90973,42.935261,15.859,1.0,0.789,0.75,-0.08,4.585,5067.0,1.0,62.4,17.48,521.0,3.07,0.037466,1772.5,0.036,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,3.219814777,133.00406,2454966.004,2.0642,291.63898,42.436321,15.599,1.0,0.823,0.787,0.04,4.562,5103.0,3.0,30.5,234.93,998.0,1.69,0.019702,488.2,0.06,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,5.912273234,172.184012,2455005.184,2.3254,292.13702,42.42942,15.036,1.0,0.586,0.57,-0.18,4.696,4072.0,1.0,62.8,27.72,585.0,1.73,0.027826,961.4,0.17,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,8.98581901,175.68418,2455008.684,2.8606,292.13702,42.42942,15.036,1.0,0.586,0.57,-0.18,4.696,4072.0,2.0,51.8,15.9,509.0,1.65,0.026527,881.3,0.008,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,12.940668656,179.423014,2455012.423,2.4845,291.11969,42.507069,15.215,0.0,0.895,0.809,-0.42,4.572,5875.0,1.0,307.5,64.64,723.0,22.94,0.259639,42450.0,0.897,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,0,0,20.5452375,137.91394,2454970.914,2.517,294.40192,50.172089,12.003,0.573,0.937,1.264,0.0,4.206,5670.0,1.0,18.5,71.57,742.0,2.41,0.017424,218.5,0.95,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,33.60123371,186.680343,2455019.68,4.4056,289.26874,42.604172,15.262,1.0,0.882,0.93,0.42,4.447,5149.0,1.0,247.9,14.22,495.0,8.46,0.083298,7425.9,0.67,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,6.76652928,138.0637,2454971.064,2.9004,289.26874,42.604172,15.262,1.0,0.882,0.93,0.42,4.447,5149.0,2.0,29.2,120.48,845.0,1.97,0.019382,450.7,0.429,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.347288783,172.23343,2455005.233,2.1024,291.96417,42.69614,15.024,1.0,1.014,1.122,0.16,4.345,5754.0,1.0,39.7,449.79,1174.0,2.36,0.019273,451.6,0.025,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.601811819,169.98108,2455002.981,2.2607,296.48343,42.663429,15.024,1.0,0.793,0.833,0.16,4.496,4986.0,1.0,60.8,152.91,896.0,2.35,0.02579,755.9,0.567,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,11.18719905,137.17814,2454970.178,3.252,296.48343,42.663429,15.024,0.997,0.793,0.833,0.16,4.496,4986.0,2.0,21.9,46.65,667.0,1.55,0.017042,353.6,0.387,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.220965778,170.622433,2455003.622,3.0854,296.69394,42.62611,15.692,1.0,0.544,0.517,-0.06,4.747,3837.0,1.0,157.8,29.68,595.0,2.62,0.046401,2260.0,0.705,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,0,0,6.998099523,171.898913,2455004.899,2.0488,287.88412,42.832439,15.877,0.0,0.926,0.829,-0.12,4.566,5612.0,1.0,192.3,125.22,853.0,588.66,6.502574,20285.0,7.361,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,5.95489993,170.955871,2455003.956,2.3892,293.63696,42.82497,15.019,1.0,0.64,0.633,-0.06,4.641,4261.0,1.0,87.2,38.52,635.0,2.33,0.033728,1410.7,0.327,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,12.03987488,181.22536,2455014.225,2.7363,293.63696,42.82497,15.019,1.0,0.64,0.633,-0.06,4.641,4261.0,2.0,57.6,15.06,502.0,2.18,0.031605,1250.6,0.286,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,20.83762895,132.08488,2454965.085,2.3734,293.63696,42.82497,15.019,0.998,0.64,0.633,-0.06,4.641,4261.0,3.0,14.9,7.24,418.0,1.42,0.020532,439.0,0.706,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,1,1,8.8111022,136.4568,2454969.457,5.0683,294.46088,38.383461,12.759,0.0,1.333,2.404,-0.12,3.8,6200.0,1.0,76.8,904.92,1399.0,63.66,0.242511,401.1,1.223,0.0,0.0,0.0,1.0
